rank,city,state_abbr,state_full,slug,population,medicaid_doula_coverage,build_status,seo_score,tier,lat,lng,upgrade_status
505,Annapolis,MD,Maryland,annapolis-md,39418,YES,not-built,9.0,small,38.9705,-76.5047,
506,Culver City,CA,California,culver-city-ca,39364,YES,not-built,9.0,small,34.0058,-118.3968,
507,Pacifica,CA,California,pacifica-ca,39062,YES,not-built,9.0,small,37.6112,-122.4781,
508,Northglenn,CO,Colorado,northglenn-co,38982,YES,not-built,9.0,small,39.9107,-104.9783,
509,Keizer,OR,Oregon,keizer-or,38980,YES,not-built,9.0,small,45.0028,-123.0242,
510,Lake Oswego,OR,Oregon,lake-oswego-or,38945,YES,not-built,9.0,small,45.4129,-122.7002,
511,Montclair,CA,California,montclair-ca,38944,YES,not-built,9.0,small,34.0714,-117.6981,
512,Spanish Fork,UT,Utah,spanish-fork-ut,38861,YES,not-built,9.0,small,40.11,-111.6407,
513,Pleasant Grove,UT,Utah,pleasant-grove-ut,38756,YES,not-built,9.0,small,40.3714,-111.7411,
514,Stanton,CA,California,stanton-ca,38644,YES,not-built,9.0,small,33.8002,-117.9935,
515,Marion,IA,Iowa,marion-ia,38480,YES,not-built,9.0,small,42.0444,-91.5853,
516,Wheeling,IL,Illinois,wheeling-il,38315,YES,not-built,9.0,small,42.1308,-87.9239,
517,Brighton,CO,Colorado,brighton-co,38314,YES,not-built,9.0,small,39.9719,-104.7958,
518,Carpentersville,IL,Illinois,carpentersville-il,38291,YES,not-built,9.0,small,42.1227,-88.2894,
519,Martinez,CA,California,martinez-ca,38259,YES,not-built,9.0,small,37.9985,-122.116,
520,Indian Trail,NC,North Carolina,indian-trail-nc,38222,YES,not-built,9.0,small,35.0697,-80.646,
521,Rock Island,IL,Illinois,rock-island-il,38210,YES,not-built,9.0,small,41.4699,-90.5827,
522,Roy,UT,Utah,roy-ut,38201,YES,not-built,9.0,small,41.1716,-112.0479,
523,Lynnwood,WA,Washington,lynnwood-wa,38092,YES,not-built,9.0,small,47.8285,-122.3034,
524,Hanover Park,IL,Illinois,hanover-park-il,38044,YES,not-built,9.0,small,41.9819,-88.1447,
525,Brookfield,WI,Wisconsin,brookfield-wi,38016,YES,not-built,9.0,small,43.064,-88.1231,
526,Valley Stream,NY,New York,valley-stream-ny,37673,YES,not-built,9.0,small,40.6647,-73.7044,
527,Fort Lee,NJ,New Jersey,fort-lee-nj,37577,YES,not-built,9.0,small,40.8507,-73.9711,
528,Park Ridge,IL,Illinois,park-ridge-il,37496,YES,not-built,9.0,small,42.0125,-87.8436,
529,Wentzville,MO,Missouri,wentzville-mo,37395,YES,not-built,9.0,small,38.8165,-90.8671,
530,Issaquah,WA,Washington,issaquah-wa,37322,YES,not-built,9.0,small,47.5414,-122.0436,
531,Monrovia,CA,California,monrovia-ca,37126,YES,not-built,9.0,small,34.165,-117.9921,
532,Addison,IL,Illinois,addison-il,36902,YES,not-built,9.0,small,41.9314,-88.0086,
533,Greenfield,WI,Wisconsin,greenfield-wi,36858,YES,not-built,9.0,small,42.9619,-88.005,
534,Menomonee Falls,WI,Wisconsin,menomonee-falls-wi,36769,YES,not-built,9.0,small,43.1487,-88.1227,
535,Calumet City,IL,Illinois,calumet-city-il,36732,YES,not-built,9.0,small,41.6133,-87.5502,
536,Lincoln Park,MI,Michigan,lincoln-park-mi,36720,YES,not-built,9.0,small,42.2433,-83.181,
537,West Hollywood,CA,California,west-hollywood-ca,36698,YES,not-built,9.0,small,34.0883,-118.3718,
538,Mooresville,NC,North Carolina,mooresville-nc,36543,YES,not-built,9.0,small,35.5842,-80.8246,
539,Moorpark,CA,California,moorpark-ca,36481,YES,not-built,9.0,small,34.2855,-118.877,
540,Temple City,CA,California,temple-city-ca,36365,YES,not-built,9.0,small,34.1022,-118.0579,
541,Oregon City,OR,Oregon,oregon-city-or,36286,YES,not-built,9.0,small,45.3418,-122.5938,
542,San Juan Capistrano,CA,California,san-juan-capistrano-ca,36276,YES,not-built,9.0,small,33.5009,-117.6544,
543,Franklin,WI,Wisconsin,franklin-wi,36131,YES,not-built,9.0,small,42.8854,-88.0104,
544,Claremont,CA,California,claremont-ca,36059,YES,not-built,9.0,small,34.1259,-117.7153,
545,Wildomar,CA,California,wildomar-ca,36042,YES,not-built,9.0,small,33.6173,-117.2582,
546,Cottage Grove,MN,Minnesota,cottage-grove-mn,36029,YES,not-built,9.0,small,44.8161,-92.9274,
547,Richfield,MN,Minnesota,richfield-mn,35949,YES,not-built,9.0,small,44.8762,-93.2826,
548,Oak Creek,WI,Wisconsin,oak-creek-wi,35881,YES,not-built,9.0,small,42.8803,-87.9008,
549,Bell,CA,California,bell-ca,35864,YES,not-built,9.0,small,33.9801,-118.1798,
550,Wildwood,MO,Missouri,wildwood-mo,35756,YES,not-built,9.0,small,38.5798,-90.6697,
551,Manhattan Beach,CA,California,manhattan-beach-ca,35741,YES,not-built,9.0,small,33.8895,-118.3972,
552,Bettendorf,IA,Iowa,bettendorf-ia,35727,YES,not-built,9.0,small,41.5656,-90.4764,
553,Roseville,MN,Minnesota,roseville-mn,35691,YES,not-built,9.0,small,45.0155,-93.1544,
554,Herriman,UT,Utah,herriman-ut,35385,YES,not-built,9.0,small,40.489,-112.0153,
555,Inver Grove Heights,MN,Minnesota,inver-grove-heights-mn,35077,YES,not-built,9.0,small,44.8246,-93.0596,
556,Watertown,MA,Massachusetts,watertown-ma,35025,YES,not-built,9.0,small,42.37,-71.1775,
557,Pleasant Hill,CA,California,pleasant-hill-ca,34853,YES,not-built,9.0,small,37.954,-122.0759,
558,Monroe,NC,North Carolina,monroe-nc,34818,YES,not-built,9.0,small,35.0062,-80.5593,
559,University City,MO,Missouri,university-city-mo,34706,YES,not-built,9.0,small,38.6657,-90.3315,
560,Beverly Hills,CA,California,beverly-hills-ca,34687,YES,not-built,9.0,small,34.0786,-118.4021,
561,Oswego,IL,Illinois,oswego-il,34571,YES,not-built,9.0,small,41.6832,-88.3382,
562,Norristown,PA,Pennsylvania,norristown-pa,34370,YES,not-built,9.0,small,40.1224,-75.3399,
563,San Dimas,CA,California,san-dimas-ca,34338,YES,not-built,9.0,small,34.1082,-117.8089,
564,Cottonwood Heights,UT,Utah,cottonwood-heights-ut,34285,YES,not-built,9.0,small,40.6137,-111.8144,
565,Foster City,CA,California,foster-city-ca,34175,YES,not-built,9.0,small,37.5553,-122.2659,
566,Glendale Heights,IL,Illinois,glendale-heights-il,34145,YES,not-built,9.0,small,41.9196,-88.0784,
567,Englewood,CO,Colorado,englewood-co,34050,YES,not-built,9.0,small,39.6469,-104.9942,
568,Dana Point,CA,California,dana-point-ca,34012,YES,not-built,9.0,small,33.4733,-117.6969,
569,Salisbury,NC,North Carolina,salisbury-nc,34001,YES,not-built,9.0,small,35.6658,-80.4911,
570,Chester,PA,Pennsylvania,chester-pa,33988,YES,not-built,9.0,small,39.8456,-75.3718,
571,Menlo Park,CA,California,menlo-park-ca,33888,YES,not-built,9.0,small,37.4689,-122.1662,
572,Long Beach,NY,New York,long-beach-ny,33717,YES,not-built,9.0,small,40.5887,-73.666,
573,Woodridge,IL,Illinois,woodridge-il,33476,YES,not-built,9.0,small,41.7372,-88.041,
574,Fair Lawn,NJ,New Jersey,fair-lawn-nj,33453,YES,not-built,9.0,small,40.9358,-74.1177,
575,Northbrook,IL,Illinois,northbrook-il,33421,YES,not-built,9.0,small,42.1292,-87.8352,
576,Adelanto,CA,California,adelanto-ca,33391,YES,not-built,9.0,small,34.5868,-117.4411,
577,University Place,WA,Washington,university-place-wa,33288,YES,not-built,9.0,small,47.2146,-122.5461,
578,Holly Springs,NC,North Carolina,holly-springs-nc,33260,YES,not-built,9.0,small,35.6544,-78.8392,
579,Lawndale,CA,California,lawndale-ca,33145,YES,not-built,9.0,small,33.8884,-118.3531,
580,Springville,UT,Utah,springville-ut,33044,YES,not-built,9.0,small,40.1638,-111.6206,
581,Pekin,IL,Illinois,pekin-il,33038,YES,not-built,9.0,small,40.5677,-89.6264,
582,Midvale,UT,Utah,midvale-ut,33035,YES,not-built,9.0,small,40.6148,-111.8928,
583,Elk Grove Village,IL,Illinois,elk-grove-village-il,32931,YES,not-built,9.0,small,42.0061,-87.9929,
584,Sun Prairie,WI,Wisconsin,sun-prairie-wi,32820,YES,not-built,9.0,small,43.1829,-89.2353,
585,Saint Charles,IL,Illinois,saint-charles-il,32717,YES,not-built,9.0,small,41.9192,-88.3111,
586,Eastpointe,MI,Michigan,eastpointe-mi,32673,YES,not-built,9.0,small,42.4657,-82.946,
587,Spring Valley,NY,New York,spring-valley-ny,32603,YES,not-built,9.0,small,41.115,-74.0486,
588,Andover,MN,Minnesota,andover-mn,32461,YES,not-built,9.0,small,45.2571,-93.3264,
589,La Verne,CA,California,la-verne-ca,32389,YES,not-built,9.0,small,34.1208,-117.7702,
590,College Park,MD,Maryland,college-park-md,32275,YES,not-built,9.0,small,38.9964,-76.9337,
591,Bethel Park,PA,Pennsylvania,bethel-park-pa,31911,YES,not-built,9.0,small,40.3239,-80.0364,
592,Petersburg,VA,Virginia,petersburg-va,31882,YES,not-built,9.0,small,37.2042,-77.3914,
593,Garfield,NJ,New Jersey,garfield-nj,31876,YES,not-built,9.0,small,40.8791,-74.1083,
594,Lake Stevens,WA,Washington,lake-stevens-wa,31679,YES,not-built,9.0,small,48.0028,-122.0964,
595,Laguna Hills,CA,California,laguna-hills-ca,31509,YES,not-built,9.0,small,33.592,-117.6992,
596,Matthews,NC,North Carolina,matthews-nc,31495,YES,not-built,9.0,small,35.1196,-80.7101,
597,Mundelein,IL,Illinois,mundelein-il,31475,YES,not-built,9.0,small,42.2692,-88.0102,
598,Naugatuck,CT,Connecticut,naugatuck-ct,31392,YES,not-built,9.0,small,41.489,-73.0518,
599,Wheat Ridge,CO,Colorado,wheat-ridge-co,31372,YES,not-built,9.0,small,39.7728,-105.103,
600,Princeton,NJ,New Jersey,princeton-nj,31249,YES,not-built,9.0,small,40.3563,-74.6694,
601,Kaysville,UT,Utah,kaysville-ut,31243,YES,not-built,9.0,small,41.029,-111.9455,
602,Des Moines,WA,Washington,des-moines-wa,31172,YES,not-built,9.0,small,47.3914,-122.3154,
603,Banning,CA,California,banning-ca,31026,YES,not-built,9.0,small,33.946,-116.8992,
604,Gurnee,IL,Illinois,gurnee-il,30957,YES,not-built,9.0,small,42.3707,-87.9391,
605,Algonquin,IL,Illinois,algonquin-il,30947,YES,not-built,9.0,small,42.1629,-88.3158,
606,Brooklyn Center,MN,Minnesota,brooklyn-center-mn,30870,YES,not-built,9.0,small,45.0681,-93.3162,
607,Clearfield,UT,Utah,clearfield-ut,30855,YES,not-built,9.0,small,41.103,-112.0237,
608,Goleta,CA,California,goleta-ca,30850,YES,not-built,9.0,small,34.436,-119.8597,
609,Holladay,UT,Utah,holladay-ut,30831,YES,not-built,9.0,small,40.6599,-111.8226,
610,Savage,MN,Minnesota,savage-mn,30807,YES,not-built,9.0,small,44.7545,-93.3632,
611,Saratoga,CA,California,saratoga-ca,30767,YES,not-built,9.0,small,37.2685,-122.0254,
612,Long Branch,NJ,New Jersey,long-branch-nj,30763,YES,not-built,9.0,small,40.2965,-73.9915,
613,Liberty,MO,Missouri,liberty-mo,30614,YES,not-built,9.0,small,39.2393,-94.4191,
614,North Tonawanda,NY,New York,north-tonawanda-ny,30607,YES,not-built,9.0,small,43.0457,-78.8659,
615,Los Altos,CA,California,los-altos-ca,30561,YES,not-built,9.0,small,37.3685,-122.0965,
616,Los Gatos,CA,California,los-gatos-ca,30545,YES,not-built,9.0,small,37.2307,-121.9564,
617,San Pablo,CA,California,san-pablo-ca,30536,YES,not-built,9.0,small,37.9629,-122.3425,
618,Rochester,NH,New Hampshire,rochester-nh,30345,YES,not-built,9.0,small,43.2991,-70.9791,
619,Atascadero,CA,California,atascadero-ca,30330,YES,not-built,9.0,small,35.4827,-120.6858,
620,Ballwin,MO,Missouri,ballwin-mo,30313,YES,not-built,9.0,small,38.5949,-90.5501,
621,Burlingame,CA,California,burlingame-ca,30301,YES,not-built,9.0,small,37.586,-122.367,
622,Westfield,NJ,New Jersey,westfield-nj,30206,YES,not-built,9.0,small,40.6517,-74.3434,
623,Madison Heights,MI,Michigan,madison-heights-mi,30088,YES,not-built,9.0,small,42.5073,-83.1034,
624,Walnut,CA,California,walnut-ca,30047,YES,not-built,9.0,small,34.0334,-117.8593,
625,Chicago Heights,IL,Illinois,chicago-heights-il,30026,YES,not-built,9.0,small,41.5101,-87.6347,
626,Mesa,AZ,Arizona,mesa-az,484587,NO,not-built,8.0,mid,33.4016,-111.718,
627,Arlington,TX,Texas,arlington-tx,392772,NO,built,8.0,mid,32.6998,-97.1251,needs-upgrade
628,Henderson,NV,Nevada,henderson-nv,292969,NO,not-built,8.0,mid,36.0145,-115.0362,
629,Plano,TX,Texas,plano-tx,286057,NO,built,8.0,mid,33.0502,-96.7487,needs-upgrade
630,Saint Petersburg,FL,Florida,saint-petersburg-fl,260999,NO,not-built,8.0,mid,27.7931,-82.6652,
631,Brooklyn,NY,New York,brooklyn-ny,2629150,YES,not-built,6.0,large,40.6501,-73.9496,
632,Queens,NY,New York,queens-ny,2333054,YES,not-built,6.0,large,40.7498,-73.7976,
633,Manhattan,NY,New York,manhattan-ny,1643734,YES,not-built,6.0,large,40.7834,-73.9662,
634,Bronx,NY,New York,bronx-ny,1455720,YES,not-built,6.0,large,40.8501,-73.8662,
635,Fort Worth,TX,Texas,fort-worth-tx,854113,NO,built,6.0,large,32.7813,-97.3466,needs-upgrade
636,Bedford,TX,Texas,bedford-tx,49528,NO,not-built,6.0,small,32.8464,-97.135,
637,Apopka,FL,Florida,apopka-fl,49458,NO,not-built,6.0,small,28.7006,-81.5303,
638,Summerville,SC,South Carolina,summerville-sc,49323,NO,not-built,6.0,small,33.0038,-80.1794,
639,Cuyahoga Falls,OH,Ohio,cuyahoga-falls-oh,49206,NO,not-built,6.0,small,41.1641,-81.5206,
640,Collierville,TN,Tennessee,collierville-tn,49177,NO,not-built,6.0,small,35.0474,-89.6989,
641,Dunwoody,GA,Georgia,dunwoody-ga,48884,NO,not-built,6.0,small,33.9418,-84.3123,
642,Smyrna,TN,Tennessee,smyrna-tn,48596,NO,not-built,6.0,small,35.9732,-86.5242,
643,Cedar Hill,TX,Texas,cedar-hill-tx,48343,NO,not-built,6.0,small,32.5809,-96.9592,
644,Madison,AL,Alabama,madison-al,47959,NO,not-built,6.0,small,34.7113,-86.7617,
645,Lawrence,IN,Indiana,lawrence-in,47866,NO,not-built,6.0,small,39.8674,-85.9904,
646,Saint Cloud,FL,Florida,saint-cloud-fl,47809,NO,not-built,6.0,small,28.2297,-81.2853,
647,Wylie,TX,Texas,wylie-tx,47701,NO,not-built,6.0,small,33.0353,-96.517,
648,Euclid,OH,Ohio,euclid-oh,47360,NO,not-built,6.0,small,41.5904,-81.5188,
649,Jeffersonville,IN,Indiana,jeffersonville-in,47124,NO,not-built,6.0,small,38.3377,-85.7026,
650,Bentonville,AR,Arkansas,bentonville-ar,47093,NO,not-built,6.0,small,36.3579,-94.2286,
651,Mentor,OH,Ohio,mentor-oh,46732,NO,not-built,6.0,small,41.6895,-81.3361,
652,Keller,TX,Texas,keller-tx,46646,NO,not-built,6.0,small,32.9337,-97.2256,
653,Beavercreek,OH,Ohio,beavercreek-oh,46376,NO,not-built,6.0,small,39.7312,-84.0627,
654,Biloxi,MS,Mississippi,biloxi-ms,45975,NO,not-built,6.0,small,30.4393,-88.9542,
655,West Lafayette,IN,Indiana,west-lafayette-in,45872,NO,not-built,6.0,small,40.4432,-86.9239,
656,Dublin,OH,Ohio,dublin-oh,45568,NO,not-built,6.0,small,40.1112,-83.1451,
657,Fort Pierce,FL,Florida,fort-pierce-fl,45295,NO,not-built,6.0,small,27.4263,-80.3421,
658,Burleson,TX,Texas,burleson-tx,45016,NO,not-built,6.0,small,32.52,-97.3341,
659,Ocoee,FL,Florida,ocoee-fl,44820,NO,not-built,6.0,small,28.5785,-81.5336,
660,Cutler Bay,FL,Florida,cutler-bay-fl,44707,NO,not-built,6.0,small,25.5765,-80.3357,
661,Cleveland Heights,OH,Ohio,cleveland-heights-oh,44633,NO,not-built,6.0,small,41.5112,-81.5636,
662,Strongsville,OH,Ohio,strongsville-oh,44631,NO,not-built,6.0,small,41.3128,-81.8313,
663,Haltom City,TX,Texas,haltom-city-tx,44361,NO,not-built,6.0,small,32.8176,-97.2707,
664,Oakland Park,FL,Florida,oakland-park-fl,44326,NO,not-built,6.0,small,26.1779,-80.1527,
665,North Miami Beach,FL,Florida,north-miami-beach-fl,43891,NO,not-built,6.0,small,25.9302,-80.166,
666,Oro Valley,AZ,Arizona,oro-valley-az,43781,NO,not-built,6.0,small,32.4226,-110.9767,
667,North Lauderdale,FL,Florida,north-lauderdale-fl,43699,NO,not-built,6.0,small,26.2113,-80.2209,
668,Rockwall,TX,Texas,rockwall-tx,43586,NO,not-built,6.0,small,32.9169,-96.4379,
669,Altamonte Springs,FL,Florida,altamonte-springs-fl,43492,NO,not-built,6.0,small,28.6616,-81.395,
670,Marana,AZ,Arizona,marana-az,43474,NO,not-built,6.0,small,32.4355,-111.1558,
671,Peachtree Corners,GA,Georgia,peachtree-corners-ga,42773,NO,not-built,6.0,small,33.9668,-84.2321,
672,Leander,TX,Texas,leander-tx,42761,NO,built,6.0,small,30.5707,-97.8587,needs-upgrade
673,Fairfield,OH,Ohio,fairfield-oh,42617,NO,not-built,6.0,small,39.3301,-84.5405,
674,Brentwood,TN,Tennessee,brentwood-tn,42517,NO,not-built,6.0,small,35.9917,-86.7759,
675,Prescott,AZ,Arizona,prescott-az,42513,NO,not-built,6.0,small,34.5799,-112.4476,
676,Little Elm,TX,Texas,little-elm-tx,42504,NO,not-built,6.0,small,33.1792,-96.9284,
677,The Colony,TX,Texas,the-colony-tx,42408,NO,not-built,6.0,small,33.0926,-96.8977,
678,Ormond Beach,FL,Florida,ormond-beach-fl,42162,NO,not-built,6.0,small,29.2951,-81.0999,
679,Goose Creek,SC,South Carolina,goose-creek-sc,42039,NO,not-built,6.0,small,32.992,-80.0063,
680,Winter Garden,FL,Florida,winter-garden-fl,41988,NO,not-built,6.0,small,28.543,-81.5944,
681,Coppell,TX,Texas,coppell-tx,41360,NO,not-built,6.0,small,32.9639,-96.9907,
682,Covington,KY,Kentucky,covington-ky,40797,NO,not-built,6.0,small,39.0334,-84.5166,
683,Weslaco,TX,Texas,weslaco-tx,40033,NO,not-built,6.0,small,26.1669,-97.9859,
684,Apache Junction,AZ,Arizona,apache-junction-az,39954,NO,not-built,6.0,small,33.3982,-111.5349,
685,Warren,OH,Ohio,warren-oh,39898,NO,not-built,6.0,small,41.2389,-80.8177,
686,Grove City,OH,Ohio,grove-city-oh,39721,NO,not-built,6.0,small,39.8665,-83.0703,
687,Hallandale Beach,FL,Florida,hallandale-beach-fl,39500,NO,not-built,6.0,small,25.9854,-80.1423,
688,Duncanville,TX,Texas,duncanville-tx,39457,NO,not-built,6.0,small,32.646,-96.9127,
689,Schertz,TX,Texas,schertz-tx,39453,NO,not-built,6.0,small,29.5652,-98.2541,
690,Friendswood,TX,Texas,friendswood-tx,39396,NO,not-built,6.0,small,29.5109,-95.198,
691,Oviedo,FL,Florida,oviedo-fl,39337,NO,not-built,6.0,small,28.6576,-81.1869,
692,Hurst,TX,Texas,hurst-tx,39160,NO,not-built,6.0,small,32.8353,-97.1808,
693,Kyle,TX,Texas,kyle-tx,39060,NO,not-built,6.0,small,30.0015,-97.8629,
694,Germantown,TN,Tennessee,germantown-tn,39056,NO,not-built,6.0,small,35.083,-89.7824,
695,Westerville,OH,Ohio,westerville-oh,38985,NO,not-built,6.0,small,40.1241,-82.9205,
696,Lancaster,TX,Texas,lancaster-tx,38867,NO,not-built,6.0,small,32.5922,-96.7737,
697,Delaware,OH,Ohio,delaware-oh,38643,NO,not-built,6.0,small,40.287,-83.0749,
698,Milton,GA,Georgia,milton-ga,38411,NO,not-built,6.0,small,34.1353,-84.3138,
699,Plant City,FL,Florida,plant-city-fl,38200,NO,not-built,6.0,small,28.0145,-82.1202,
700,Huber Heights,OH,Ohio,huber-heights-oh,38019,NO,not-built,6.0,small,39.8595,-84.113,
701,Royal Palm Beach,FL,Florida,royal-palm-beach-fl,38006,NO,not-built,6.0,small,26.7046,-80.2246,
702,Newnan,GA,Georgia,newnan-ga,37912,NO,not-built,6.0,small,33.3763,-84.7758,
703,Lake Worth,FL,Florida,lake-worth-fl,37812,NO,not-built,6.0,small,26.6195,-80.0592,
704,Aventura,FL,Florida,aventura-fl,37724,NO,not-built,6.0,small,25.9566,-80.1371,
705,Reynoldsburg,OH,Ohio,reynoldsburg-oh,37449,NO,not-built,6.0,small,39.9588,-82.7943,
706,Westfield,IN,Indiana,westfield-in,37221,NO,not-built,6.0,small,40.0314,-86.1539,
707,Rosenberg,TX,Texas,rosenberg-tx,36937,NO,not-built,6.0,small,29.5402,-95.8158,
708,Olive Branch,MS,Mississippi,olive-branch-ms,36699,NO,not-built,6.0,small,34.9608,-89.8478,
709,New Albany,IN,Indiana,new-albany-in,36670,NO,not-built,6.0,small,38.3078,-85.8242,
710,San Juan,TX,Texas,san-juan-tx,36663,NO,not-built,6.0,small,26.1902,-98.1522,
711,Portage,IN,Indiana,portage-in,36505,NO,not-built,6.0,small,41.5866,-87.1792,
712,Dunedin,FL,Florida,dunedin-fl,36381,NO,not-built,6.0,small,28.0328,-82.7865,
713,Owasso,OK,Oklahoma,owasso-ok,35784,NO,not-built,6.0,small,36.2884,-95.8312,
714,Benton,AR,Arkansas,benton-ar,35775,NO,not-built,6.0,small,34.5769,-92.5716,
715,Gallatin,TN,Tennessee,gallatin-tn,35734,NO,not-built,6.0,small,36.3783,-86.4697,
716,Winter Springs,FL,Florida,winter-springs-fl,35599,NO,not-built,6.0,small,28.689,-81.2708,
717,Queen Creek,AZ,Arizona,queen-creek-az,35524,NO,not-built,6.0,small,33.2392,-111.6397,
718,East Point,GA,Georgia,east-point-ga,35471,NO,not-built,6.0,small,33.6696,-84.47,
719,Cooper City,FL,Florida,cooper-city-fl,35405,NO,not-built,6.0,small,26.0465,-80.2866,
720,Peachtree City,GA,Georgia,peachtree-city-ga,35186,NO,not-built,6.0,small,33.3943,-84.5711,
721,La Porte,TX,Texas,la-porte-tx,35086,NO,not-built,6.0,small,29.669,-95.0483,
722,La Vergne,TN,Tennessee,la-vergne-tn,35071,NO,not-built,6.0,small,36.021,-86.5574,
723,El Mirage,AZ,Arizona,el-mirage-az,35043,NO,not-built,6.0,small,33.5906,-112.3271,
724,Upper Arlington,OH,Ohio,upper-arlington-oh,34997,NO,not-built,6.0,small,40.0271,-83.0703,
725,Merrillville,IN,Indiana,merrillville-in,34994,NO,not-built,6.0,small,41.4728,-87.3197,
726,Farmers Branch,TX,Texas,farmers-branch-tx,34988,NO,not-built,6.0,small,32.9272,-96.8804,
727,Gahanna,OH,Ohio,gahanna-oh,34956,NO,not-built,6.0,small,40.0251,-82.8638,
728,Hilliard,OH,Ohio,hilliard-oh,34905,NO,not-built,6.0,small,40.0348,-83.1547,
729,West Fargo,ND,North Dakota,west-fargo-nd,34858,NO,not-built,6.0,small,46.8565,-96.9048,
730,Lauderdale Lakes,FL,Florida,lauderdale-lakes-fl,34790,NO,not-built,6.0,small,26.1683,-80.2017,
731,Brunswick,OH,Ohio,brunswick-oh,34756,NO,not-built,6.0,small,41.2464,-81.8198,
732,Stow,OH,Ohio,stow-oh,34711,NO,not-built,6.0,small,41.1765,-81.4344,
733,Vestavia Hills,AL,Alabama,vestavia-hills-al,34688,NO,not-built,6.0,small,33.4516,-86.7443,
734,Leawood,KS,Kansas,leawood-ks,34565,NO,not-built,6.0,small,38.9076,-94.6258,
735,Waxahachie,TX,Texas,waxahachie-tx,34345,NO,not-built,6.0,small,32.4035,-96.8428,
736,Riviera Beach,FL,Florida,riviera-beach-fl,34244,NO,not-built,6.0,small,26.7814,-80.0741,
737,Deer Park,TX,Texas,deer-park-tx,33782,NO,not-built,6.0,small,29.6897,-95.1151,
738,Fairborn,OH,Ohio,fairborn-oh,33780,NO,not-built,6.0,small,39.8031,-84.0141,
739,Kennesaw,GA,Georgia,kennesaw-ga,33627,NO,not-built,6.0,small,34.0261,-84.6177,
740,Clermont,FL,Florida,clermont-fl,33549,NO,not-built,6.0,small,28.5403,-81.7296,
741,Newark,DE,Delaware,newark-de,33398,NO,not-built,6.0,small,39.6777,-75.7573,
